Maskapai,Tanggal,Waktu Berangkat,Waktu Datang,Durasi,Transit,Harga Tiket
"Cathay Pacific, JAL",2025-10-06,12:05 AM,4:10 PM (2025-10-06),14 hr 5 min,2 stops,"IDR 39,871,700"
"Cathay Pacific, ANA",2025-10-06,2:20 PM,9:45 AM +1 (2025-10-07),17 hr 25 min,2 stops,"IDR 39,871,700"
"Cathay Pacific, JAL",2025-10-06,12:05 AM,8:05 PM (2025-10-06),18 hr,2 stops,"IDR 40,755,100"
"Cathay Pacific, JAL",2025-10-06,12:05 AM,8:05 PM (2025-10-06),18 hr,2 stops,"IDR 40,755,100"
"THAI, ANA",2025-10-06,12:35 PM,6:00 AM +1 (2025-10-07),15 hr 25 min,1 stop,"IDR 42,773,000"
"THAI, ANA",2025-10-06,12:35 PM,7:15 AM +1 (2025-10-07),16 hr 40 min,2 stops,"IDR 42,947,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-06,5:25 PM,6:40 AM +2 (2025-10-08),35 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific + JAL",2025-10-06,5:25 PM,6:40 AM +2 (2025-10-08),35 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-06,5:25 PM,1:40 PM +2 (2025-10-08),42 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-06,5:25 PM,1:40 PM +2 (2025-10-08),42 hr 15 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-06,5:25 PM,2:30 PM +2 (2025-10-08),43 hr 5 min,2 stops,"IDR 43,818,500"
"Garuda Indonesia, Cathay Pacific",2025-10-06,5:25 PM,2:30 PM +2 (2025-10-08),43 hr 5 min,2 stops,"IDR 43,818,500"
"Cathay Pacific, ANA + Operated by Star Flyer",2025-10-06,12:05 AM,3:40 PM (2025-10-06),13 hr 35 min,2 stops,"IDR 43,870,700"
"Cathay Pacific, ANA + Operated by ANA Wings",2025-10-06,12:05 AM,5:30 PM (2025-10-06),15 hr 25 min,2 stops,"IDR 43,870,700"
"Cathay Pacific, ANA + Operated by Star Flyer",2025-10-06,12:05 AM,7:55 PM (2025-10-06),17 hr 50 min,2 stops,"IDR 43,870,700"
"China Airlines, Cathay Pacific, ANA + Operated by Star Flyer",2025-10-06,1:30 AM,6:55 PM (2025-10-06),15 hr 25 min,2 stops,"IDR 44,003,100"
Garuda Indonesia,2025-10-06,7:05 AM,8:50 AM +1 (2025-10-07),23 hr 45 min,1 stop,"IDR 45,939,420"
"China Southern, ANA",2025-10-06,9:10 AM,5:30 AM +1 (2025-10-07),18 hr 20 min,2 stops,"IDR 46,361,300"
"THAI, JAL + ANA",2025-10-06,7:00 PM,11:35 AM +1 (2025-10-07),14 hr 35 min,2 stops,"IDR 46,887,700"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-06,12:50 PM,2:20 PM +2 (2025-10-08),47 hr 30 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-06,12:50 PM,7:45 PM +2 (2025-10-08),52 hr 55 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Cathay Pacific, China Southern",2025-10-06,12:50 PM,7:45 PM +2 (2025-10-08),52 hr 55 min,3 stops,"IDR 48,788,200"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,5:15 PM +1 (2025-10-07),21 hr 50 min,3 stops,"IDR 49,775,400"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,8:30 PM +1 (2025-10-07),25 hr 5 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,8:30 PM +1 (2025-10-07),25 hr 5 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,9:35 PM +1 (2025-10-07),26 hr 10 min,3 stops,"IDR 53,251,000"
"Garuda Indonesia, Philippine Airlines, JAL + Cathay Pacific",2025-10-06,5:25 PM,8:25 PM +1 (2025-10-07),25 hr,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,8:30 PM +1 (2025-10-07),25 hr 5 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,8:30 PM +1 (2025-10-07),25 hr 5 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,9:35 PM +1 (2025-10-07),26 hr 10 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,6:40 AM +2 (2025-10-08),35 hr 15 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,6:40 AM +2 (2025-10-08),35 hr 15 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,6:40 AM +2 (2025-10-08),35 hr 15 min,3 stops,"IDR 59,024,600"
"Garuda Indonesia, Philippine Airlines, Cathay Pacific",2025-10-06,5:25 PM,6:40 AM +2 (2025-10-08),35 hr 15 min,3 stops,"IDR 59,024,600"
Air China,2025-10-06,1:45 AM,5:25 PM (2025-10-06),13 hr 40 min,1 stop,Price unavailable
Air China,2025-10-06,1:45 AM,6:50 PM (2025-10-06),15 hr 5 min,1 stop,Price unavailable
Air China,2025-10-06,1:45 AM,8:00 PM (2025-10-06),16 hr 15 min,1 stop,Price unavailable
Air China,2025-10-06,1:45 AM,9:30 PM (2025-10-06),17 hr 45 min,1 stop,Price unavailable
Air China,2025-10-06,1:45 AM,1:40 PM +1 (2025-10-07),33 hr 55 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,4:15 AM,7:40 AM +1 (2025-10-07),25 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,5:25 AM,8:00 AM +1 (2025-10-07),24 hr 35 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,8:05 AM,8:00 AM +1 (2025-10-07),21 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,8:05 AM,3:45 PM +1 (2025-10-07),29 hr 40 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,9:10 AM,7:40 AM +1 (2025-10-07),20 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,9:25 AM,3:45 PM +1 (2025-10-07),28 hr 20 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,11:10 AM,7:40 AM +1 (2025-10-07),18 hr 30 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,11:10 AM,6:05 PM +1 (2025-10-07),28 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,11:15 AM,8:00 AM +1 (2025-10-07),18 hr 45 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,11:15 AM,3:45 PM +1 (2025-10-07),26 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,11:15 AM,5:30 PM +1 (2025-10-07),28 hr 15 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,12:15 PM,7:40 AM +1 (2025-10-07),17 hr 25 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,7:15 AM +1 (2025-10-07),15 hr 25 min,2 stops,Price unavailable
"Vietnam Airlines, ANA",2025-10-06,1:50 PM,7:15 AM +1 (2025-10-07),15 hr 25 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,7:35 AM +1 (2025-10-07),15 hr 45 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,7:35 AM +1 (2025-10-07),15 hr 45 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,8:00 AM +1 (2025-10-07),16 hr 10 min,1 stop,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,3:05 PM +1 (2025-10-07),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,3:05 PM +1 (2025-10-07),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,3:05 PM +1 (2025-10-07),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,3:05 PM +1 (2025-10-07),23 hr 15 min,2 stops,Price unavailable
Vietnam Airlines,2025-10-06,1:50 PM,3:05 PM +1 (2025-10-07),23 hr 15 min,2 stops,Price unavailable
Singapore Airlines,2025-10-06,2:30 PM,8:00 AM +1 (2025-10-07),15 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,2:30 PM,3:45 PM +1 (2025-10-07),23 hr 15 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,2:30 PM,9:55 PM +1 (2025-10-07),29 hr 25 min,1 stop,Price unavailable
"Garuda Indonesia, Vietnam Airlines, ANA",2025-10-06,3:40 PM,7:15 AM +1 (2025-10-07),13 hr 35 min,2 stops,Price unavailable
"Garuda Indonesia, Vietnam Airlines",2025-10-06,3:40 PM,8:00 AM +1 (2025-10-07),14 hr 20 min,2 stops,Price unavailable
Malaysia Airlines,2025-10-06,4:05 PM,7:40 AM +1 (2025-10-07),13 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,4:05 PM,6:05 PM +1 (2025-10-07),24 hr,1 stop,Price unavailable
Singapore Airlines,2025-10-06,5:00 PM,8:00 AM +1 (2025-10-07),13 hr,1 stop,Price unavailable
Singapore Airlines,2025-10-06,5:00 PM,3:45 PM +1 (2025-10-07),20 hr 45 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,5:00 PM,9:55 PM +1 (2025-10-07),26 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,6:05 PM,8:00 AM +1 (2025-10-07),11 hr 55 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,6:05 PM,3:45 PM +1 (2025-10-07),19 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,6:05 PM,9:55 PM +1 (2025-10-07),25 hr 50 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,6:25 PM,7:40 AM +1 (2025-10-07),11 hr 15 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,6:25 PM,6:05 PM +1 (2025-10-07),21 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,7:20 PM,8:00 AM +1 (2025-10-07),10 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,7:20 PM,3:45 PM +1 (2025-10-07),18 hr 25 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,7:20 PM,9:55 PM +1 (2025-10-07),24 hr 35 min,1 stop,Price unavailable
Malaysia Airlines,2025-10-06,7:50 PM,6:05 PM +1 (2025-10-07),20 hr 15 min,1 stop,Price unavailable
"Scoot, Singapore Airlines",2025-10-06,8:05 PM,8:00 AM +1 (2025-10-07),9 hr 55 min,1 stop,Price unavailable
"Scoot, Singapore Airlines",2025-10-06,8:05 PM,3:45 PM +1 (2025-10-07),17 hr 40 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,8:15 PM,8:00 AM +1 (2025-10-07),9 hr 45 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,8:15 PM,3:45 PM +1 (2025-10-07),17 hr 30 min,1 stop,Price unavailable
Singapore Airlines,2025-10-06,8:15 PM,9:55 PM +1 (2025-10-07),23 hr 40 min,1 stop,Price unavailable
Scoot,2025-10-07,8:05 PM,11:10 AM +1 (2025-10-08),13 hr 5 min,2 stops,"IDR 3,987,352"
Batik Air,2025-10-07,4:45 PM,8:25 AM +1 (2025-10-08),13 hr 40 min,1 stop,"IDR 4,087,900"
THAI,2025-10-07,7:00 PM,8:10 AM +1 (2025-10-08),11 hr 10 min,1 stop,"IDR 5,979,300"
Scoot,2025-10-07,5:55 PM,11:10 AM +1 (2025-10-08),15 hr 15 min,2 stops,"IDR 3,987,352"
Batik Air,2025-10-07,4:30 PM,8:25 AM +1 (2025-10-08),13 hr 55 min,1 stop,"IDR 4,087,900"
Batik Air,2025-10-07,5:15 AM,8:25 AM +1 (2025-10-08),25 hr 10 min,1 stop,"IDR 4,371,000"
Batik Air,2025-10-07,12:30 PM,8:25 AM +1 (2025-10-08),17 hr 55 min,1 stop,"IDR 4,487,900"
Scoot,2025-10-07,12:30 PM,11:10 AM +1 (2025-10-08),20 hr 40 min,2 stops,"IDR 4,582,352"
"AirAsia, AirAsia X",2025-10-07,8:30 PM,10:35 PM +1 (2025-10-08),24 hr 5 min,1 stop,"IDR 4,701,302"
"AirAsia, AirAsia X",2025-10-07,9:15 PM,10:35 PM +1 (2025-10-08),23 hr 20 min,1 stop,"IDR 4,701,302"
Royal Brunei,2025-10-07,6:15 AM,7:30 AM +1 (2025-10-08),23 hr 15 min,1 stop,"IDR 4,800,400"
Vietjet,2025-10-07,1:30 PM,7:55 AM +1 (2025-10-08),16 hr 25 min,1 stop,"IDR 4,811,821"
Vietjet,2025-10-07,1:30 PM,1:00 AM +2 (2025-10-09),33 hr 30 min,1 stop,"IDR 4,811,821"
Scoot,2025-10-07,8:05 PM,6:40 AM +2 (2025-10-09),32 hr 35 min,1 stop,"IDR 4,907,998"
China Airlines,2025-10-07,2:40 PM,1:15 PM +1 (2025-10-08),20 hr 35 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-07,2:40 PM,5:00 PM +1 (2025-10-08),24 hr 20 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-07,2:40 PM,7:00 PM +1 (2025-10-08),26 hr 20 min,1 stop,"IDR 4,951,800"
China Airlines,2025-10-07,2:40 PM,8:45 PM +1 (2025-10-08),28 hr 5 min,1 stop,"IDR 4,951,800"
Batik Air,2025-10-07,5:50 PM,8:25 AM +1 (2025-10-08),12 hr 35 min,2 stops,"IDR 5,198,850"
"Indonesia AirAsia, Thai AirAsia X",2025-10-07,2:15 PM,10:45 AM +1 (2025-10-08),18 hr 30 min,1 stop,"IDR 5,240,520"
Vietjet,2025-10-07,2:00 PM,8:00 AM +1 (2025-10-08),16 hr,1 stop,"IDR 5,453,330"
Vietjet,2025-10-07,2:00 PM,3:30 PM +1 (2025-10-08),23 hr 30 min,1 stop,"IDR 5,453,330"
"Indonesia AirAsia, AirAsia X",2025-10-07,6:25 AM,10:35 PM (2025-10-07),14 hr 10 min,1 stop,"IDR 5,502,789"
Batik Air,2025-10-07,11:00 AM,8:25 AM +1 (2025-10-08),19 hr 25 min,2 stops,"IDR 5,583,850"
Batik Air,2025-10-07,11:00 AM,8:25 AM +1 (2025-10-08),19 hr 25 min,2 stops,"IDR 5,583,850"
Batik Air,2025-10-07,12:30 PM,8:25 AM +1 (2025-10-08),17 hr 55 min,2 stops,"IDR 5,583,850"
Batik Air,2025-10-07,12:30 PM,8:25 AM +1 (2025-10-08),17 hr 55 min,2 stops,"IDR 5,583,850"
China Eastern,2025-10-07,11:30 PM,12:50 PM +1 (2025-10-08),11 hr 20 min,1 stop,"IDR 5,673,000"
"China Eastern, Shanghai Airlines",2025-10-07,11:30 PM,3:50 PM +1 (2025-10-08),14 hr 20 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-07,11:30 PM,3:55 PM +1 (2025-10-08),14 hr 25 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-07,11:30 PM,6:30 PM +1 (2025-10-08),17 hr,1 stop,"IDR 5,673,000"
China Eastern,2025-10-07,11:30 PM,8:55 PM +1 (2025-10-08),19 hr 25 min,1 stop,"IDR 5,673,000"
China Eastern,2025-10-07,11:30 PM,9:20 PM +1 (2025-10-08),19 hr 50 min,1 stop,"IDR 5,673,000"
"Indonesia AirAsia, AirAsia X",2025-10-07,5:00 AM,10:35 PM (2025-10-07),15 hr 35 min,1 stop,"IDR 5,702,789"
"AirAsia, AirAsia X",2025-10-07,8:35 AM,10:35 PM (2025-10-07),12 hr,1 stop,"IDR 5,702,789"
Thai Lion Air,2025-10-07,6:30 AM,4:30 PM +1 (2025-10-08),32 hr,2 stops,"IDR 5,868,100"
THAI,2025-10-07,12:35 PM,6:20 AM +1 (2025-10-08),15 hr 45 min,1 stop,"IDR 5,979,300"
THAI,2025-10-07,12:35 PM,6:55 AM +1 (2025-10-08),16 hr 20 min,1 stop,"IDR 5,979,300"
THAI,2025-10-07,12:35 PM,8:10 AM +1 (2025-10-08),17 hr 35 min,1 stop,"IDR 5,979,300"
Batik Air,2025-10-07,9:55 AM,8:25 AM +1 (2025-10-08),20 hr 30 min,1 stop,"IDR 6,123,900"
Batik Air,2025-10-07,2:00 PM,8:25 AM +1 (2025-10-08),16 hr 25 min,2 stops,"IDR 6,232,550"
SriLankan,2025-10-07,2:25 PM,8:10 AM +2 (2025-10-09),39 hr 45 min,1 stop,"IDR 6,263,000"
Scoot,2025-10-07,9:30 AM,11:10 AM +1 (2025-10-08),23 hr 40 min,2 stops,"IDR 6,532,352"
Batik Air,2025-10-07,10:00 AM,8:25 AM +1 (2025-10-08),20 hr 25 min,2 stops,"IDR 6,926,550"
Batik Air,2025-10-07,10:00 AM,8:25 AM +1 (2025-10-08),20 hr 25 min,2 stops,"IDR 7,035,550"
China Southern,2025-10-07,9:10 AM,1:30 PM +1 (2025-10-08),26 hr 20 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-07,9:10 AM,2:20 PM +1 (2025-10-08),27 hr 10 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-07,9:10 AM,7:45 PM +1 (2025-10-08),32 hr 35 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-07,1:15 PM,1:30 PM +1 (2025-10-08),22 hr 15 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-07,1:15 PM,2:20 PM +1 (2025-10-08),23 hr 5 min,1 stop,"IDR 7,043,900"
China Southern,2025-10-07,1:15 PM,7:45 PM +1 (2025-10-08),28 hr 30 min,1 stop,"IDR 7,043,900"
"Indonesia AirAsia, Thai AirAsia",2025-10-07,2:15 PM,12:55 PM +1 (2025-10-08),20 hr 40 min,2 stops,"IDR 7,337,137"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-07,3:40 PM,2:30 PM +1 (2025-10-08),20 hr 50 min,1 stop,"IDR 7,573,200"
"Garuda Indonesia, ANA",2025-10-07,3:40 PM,7:15 PM +1 (2025-10-08),25 hr 35 min,1 stop,"IDR 7,573,200"
XiamenAir,2025-10-07,7:05 AM,1:40 PM +1 (2025-10-08),28 hr 35 min,1 stop,"IDR 7,672,600"
XiamenAir,2025-10-07,1:35 PM,1:45 PM +1 (2025-10-08),22 hr 10 min,1 stop,"IDR 7,672,600"
Singapore Airlines,2025-10-07,5:25 AM,9:55 PM (2025-10-07),14 hr 30 min,1 stop,"IDR 7,983,200"
THAI,2025-10-07,7:00 PM,9:10 PM +1 (2025-10-08),24 hr 10 min,1 stop,"IDR 8,264,400"
Cathay Pacific + JAL,2025-10-07,12:05 AM,1:40 PM (2025-10-07),11 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,12:05 AM,1:55 PM (2025-10-07),11 hr 50 min,1 stop,"IDR 8,330,500"
Cathay Pacific + JAL,2025-10-07,12:05 AM,8:30 PM (2025-10-07),18 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,12:05 AM,9:35 PM (2025-10-07),19 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,12:05 AM,6:40 AM +1 (2025-10-08),28 hr 35 min,1 stop,"IDR 8,330,500"
Cathay Pacific + JAL,2025-10-07,8:10 AM,8:30 PM (2025-10-07),10 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,8:10 AM,9:35 PM (2025-10-07),11 hr 25 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,8:10 AM,6:40 AM +1 (2025-10-08),20 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,8:10 AM,1:40 PM +1 (2025-10-08),27 hr 30 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,8:10 AM,1:55 PM +1 (2025-10-08),27 hr 45 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,8:10 AM,2:30 PM +1 (2025-10-08),28 hr 20 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,8:10 AM,4:05 PM +1 (2025-10-08),29 hr 55 min,1 stop,"IDR 8,330,500"
Cathay Pacific,2025-10-07,12:05 AM,5:15 PM (2025-10-07),15 hr 10 min,2 stops,"IDR 8,603,600"
THAI,2025-10-07,7:00 PM,3:55 PM +1 (2025-10-08),18 hr 55 min,1 stop,"IDR 8,622,300"
Cathay Pacific,2025-10-07,12:05 AM,5:15 PM (2025-10-07),15 hr 10 min,2 stops,"IDR 8,926,000"
Cathay Pacific,2025-10-07,12:05 AM,5:15 PM (2025-10-07),15 hr 10 min,2 stops,"IDR 8,926,000"
Cathay Pacific,2025-10-07,12:05 AM,5:15 PM (2025-10-07),15 hr 10 min,2 stops,"IDR 8,926,000"
Cathay Pacific,2025-10-07,12:05 AM,5:15 PM (2025-10-07),15 hr 10 min,2 stops,"IDR 8,926,000"
THAI,2025-10-07,12:35 PM,3:55 PM +1 (2025-10-08),25 hr 20 min,1 stop,"IDR 9,014,400"
"Indonesia AirAsia, Thai AirAsia X",2025-10-07,2:15 PM,8:00 AM +1 (2025-10-08),15 hr 45 min,1 stop,"IDR 9,132,601"
XiamenAir,2025-10-07,11:30 PM,1:45 PM +1 (2025-10-08),12 hr 15 min,1 stop,"IDR 9,287,600"
XiamenAir,2025-10-07,11:30 PM,1:45 PM +2 (2025-10-09),36 hr 15 min,1 stop,"IDR 9,287,600"
ANA,2025-10-07,6:10 AM,3:45 PM (2025-10-07),7 hr 35 min,Nonstop,"IDR 9,292,900"
Asiana Airlines,2025-10-07,9:30 PM,11:20 AM +1 (2025-10-08),11 hr 50 min,1 stop,"IDR 9,424,900"
Asiana Airlines,2025-10-07,9:30 PM,6:25 PM +1 (2025-10-08),18 hr 55 min,1 stop,"IDR 9,424,900"
"Asiana Airlines, Korean Air",2025-10-07,9:30 PM,7:35 PM +1 (2025-10-08),20 hr 5 min,1 stop,"IDR 9,424,900"
Asiana Airlines,2025-10-07,9:30 PM,9:00 PM +1 (2025-10-08),21 hr 30 min,1 stop,"IDR 9,424,900"
"Asiana Airlines, Korean Air",2025-10-07,9:30 PM,9:05 PM +1 (2025-10-08),21 hr 35 min,1 stop,"IDR 9,424,900"
"Asiana Airlines, Korean Air",2025-10-07,9:30 PM,10:50 PM +1 (2025-10-08),23 hr 20 min,1 stop,"IDR 9,424,900"
Asiana Airlines,2025-10-07,9:30 PM,11:30 PM +1 (2025-10-08),24 hr,1 stop,"IDR 9,424,900"
"Korean Air, Asiana Airlines",2025-10-07,9:50 PM,11:20 AM +1 (2025-10-08),11 hr 30 min,1 stop,"IDR 9,424,900"
Korean Air,2025-10-07,9:50 PM,12:40 PM +1 (2025-10-08),12 hr 50 min,1 stop,"IDR 9,424,900"
Korean Air,2025-10-07,9:50 PM,3:25 PM +1 (2025-10-08),15 hr 35 min,1 stop,"IDR 9,424,900"
"Korean Air, Asiana Airlines",2025-10-07,9:50 PM,6:25 PM +1 (2025-10-08),18 hr 35 min,1 stop,"IDR 9,424,900"
Korean Air,2025-10-07,9:50 PM,7:35 PM +1 (2025-10-08),19 hr 45 min,1 stop,"IDR 9,424,900"
"Korean Air, Asiana Airlines",2025-10-07,9:50 PM,9:00 PM +1 (2025-10-08),21 hr 10 min,1 stop,"IDR 9,424,900"
Korean Air,2025-10-07,9:50 PM,9:05 PM +1 (2025-10-08),21 hr 15 min,1 stop,"IDR 9,424,900"
Korean Air,2025-10-07,9:50 PM,10:50 PM +1 (2025-10-08),23 hr,1 stop,"IDR 9,424,900"
"Korean Air, Asiana Airlines",2025-10-07,9:50 PM,11:30 PM +1 (2025-10-08),23 hr 40 min,1 stop,"IDR 9,424,900"
Asiana Airlines + ANA,2025-10-07,9:30 PM,5:50 PM +1 (2025-10-08),18 hr 20 min,1 stop,"IDR 9,590,600"
"Asiana Airlines, Korean Air",2025-10-07,9:30 PM,6:30 PM +1 (2025-10-08),19 hr,1 stop,"IDR 9,590,600"
"Asiana Airlines, Korean Air",2025-10-07,9:30 PM,9:00 PM +1 (2025-10-08),21 hr 30 min,1 stop,"IDR 9,590,600"
Asiana Airlines,2025-10-07,9:30 PM,10:00 PM +1 (2025-10-08),22 hr 30 min,1 stop,"IDR 9,590,600"
"Korean Air, Asiana Airlines",2025-10-07,9:50 PM,5:50 PM +1 (2025-10-08),18 hr,1 stop,"IDR 9,590,600"
Korean Air,2025-10-07,9:50 PM,6:30 PM +1 (2025-10-08),18 hr 40 min,1 stop,"IDR 9,590,600"
Korean Air,2025-10-07,9:50 PM,9:00 PM +1 (2025-10-08),21 hr 10 min,1 stop,"IDR 9,590,600"
"Korean Air, Asiana Airlines",2025-10-07,9:50 PM,10:00 PM +1 (2025-10-08),22 hr 10 min,1 stop,"IDR 9,590,600"
ANA,2025-10-07,7:00 AM,4:30 PM (2025-10-07),7 hr 30 min,Nonstop,"IDR 9,642,900"
Cathay Pacific,2025-10-07,12:05 AM,4:05 PM (2025-10-07),14 hr,1 stop,"IDR 9,760,500"
"Shandong, China Southern",2025-10-07,12:25 AM,7:45 PM (2025-10-07),17 hr 20 min,2 stops,"IDR 9,921,100"
"Asiana Airlines, Korean Air",2025-10-07,9:30 PM,12:40 PM +1 (2025-10-08),13 hr 10 min,1 stop,"IDR 10,024,900"
"Korean Air, JAL",2025-10-07,9:50 PM,2:15 PM +1 (2025-10-08),14 hr 25 min,1 stop,"IDR 10,190,600"
"Korean Air, JAL",2025-10-07,9:50 PM,9:30 PM +1 (2025-10-08),21 hr 40 min,1 stop,"IDR 10,190,600"
JAL + Garuda Indonesia,2025-10-07,6:35 AM,4:05 PM (2025-10-07),7 hr 30 min,Nonstop,"IDR 10,207,200"
JAL + Garuda Indonesia,2025-10-07,9:55 PM,7:25 AM +1 (2025-10-08),7 hr 30 min,Nonstop,"IDR 10,207,200"
"Garuda Indonesia, ANA + Operated by Air Japan",2025-10-07,3:40 PM,6:20 AM +1 (2025-10-08),12 hr 40 min,1 stop,"IDR 10,443,200"
Cathay Pacific + JAL,2025-10-07,12:05 AM,2:30 PM (2025-10-07),12 hr 25 min,1 stop,"IDR 11,190,500"
"Asiana Airlines, JAL",2025-10-07,9:30 PM,4:10 PM +1 (2025-10-08),16 hr 40 min,2 stops,"IDR 11,487,100"
China Southern,2025-10-07,12:20 AM,3:00 PM (2025-10-07),12 hr 40 min,1 stop,"IDR 11,526,900"
"Asiana Airlines, ANA",2025-10-07,9:30 PM,2:15 PM +1 (2025-10-08),14 hr 45 min,2 stops,"IDR 11,653,300"
"Asiana Airlines, JAL + ANA, Air Tahiti Nui",2025-10-07,9:30 PM,2:35 PM +1 (2025-10-08),15 hr 5 min,2 stops,"IDR 11,653,300"
"Asiana Airlines, ANA",2025-10-07,9:30 PM,2:55 PM +1 (2025-10-08),15 hr 25 min,2 stops,"IDR 11,653,300"
"Asiana Airlines, JAL + ANA, Air Tahiti Nui",2025-10-07,9:30 PM,3:45 PM +1 (2025-10-08),16 hr 15 min,2 stops,"IDR 11,653,300"
"Asiana Airlines, ANA",2025-10-07,9:30 PM,4:10 PM +1 (2025-10-08),16 hr 40 min,2 stops,"IDR 11,653,300"
"Asiana Airlines, JAL",2025-10-07,9:30 PM,4:35 PM +1 (2025-10-08),17 hr 5 min,2 stops,"IDR 11,653,300"
